customer_id,total_revenue,total_invoices,avg_basket_size,unique_products,cluster,customerid,last_purchase_date,days_since_last_purchase,is_churned
13883,2538.75,9,152.0,110,0,13883.0,2011-12-08 19:20:00,0,0
13884,779.85,6,49.333333333333336,45,0,13884.0,2011-12-02 16:30:00,6,0
13885,506.8,2,91.0,28,0,13885.0,2011-06-03 15:07:00,188,1
13886,243.56,1,126.0,16,0,13886.0,2011-09-29 13:17:00,70,0
13887,349.55,1,147.0,19,0,13887.0,2011-05-19 17:22:00,203,1
13888,595.67,2,127.0,38,0,13888.0,2011-08-12 10:13:00,119,0
13889,416.9,1,146.0,15,0,13889.0,2011-09-08 09:13:00,92,0
13890,1860.86,14,59.0,74,0,13890.0,2011-12-08 15:36:00,0,0
13892,632.97,4,245.75,26,0,13892.0,2011-11-13 11:50:00,26,0
13893,821.1,1,190.0,21,0,13893.0,2011-02-15 11:30:00,297,1
13894,459.65,5,53.4,25,0,13894.0,2011-11-17 13:35:00,21,0
13895,2588.12,5,272.8,97,0,13895.0,2011-11-18 17:15:00,20,0
13897,311.16,1,200.0,17,0,13897.0,2011-10-20 14:30:00,49,0
13898,155.93,1,133.0,12,0,13898.0,2011-01-18 10:28:00,325,1
13899,388.52,2,78.0,19,0,13899.0,2011-11-23 13:40:00,15,0
13900,740.95,3,143.33333333333334,42,0,13900.0,2011-06-09 19:26:00,182,1
13901,2867.2000000000003,5,347.8,144,2,13901.0,2011-09-28 14:48:00,71,0
13904,332.64,2,166.0,24,0,13904.0,2011-11-02 13:41:00,36,0
13908,2347.05,5,294.0,104,0,13908.0,2011-09-21 11:49:00,79,0
13911,2580.91,9,303.44444444444446,120,2,13911.0,2011-10-13 15:43:00,56,0
13914,613.95,3,126.33333333333331,28,0,13914.0,2011-12-06 10:54:00,3,0
13917,272.04,2,114.0,16,0,13917.0,2011-10-21 09:56:00,49,0
13918,1212.84,2,570.0,30,0,13918.0,2011-10-21 12:25:00,49,0
13919,350.16,3,145.66666666666666,24,0,13919.0,2011-10-17 15:24:00,52,0
13922,172.25,1,93.0,7,0,13922.0,2010-12-23 10:38:00,351,1
13923,351.13,1,185.0,20,0,13923.0,2011-10-17 12:33:00,53,0
13924,1682.0800000000002,11,139.27272727272728,91,0,13924.0,2011-12-08 09:39:00,1,0
13925,616.65,6,54.5,28,0,13925.0,2011-11-03 13:00:00,35,0
13926,223.85,1,104.0,11,0,13926.0,2011-11-16 13:16:00,22,0
13927,348.99,1,214.0,21,0,13927.0,2011-09-26 12:00:00,74,0
13928,464.57,4,32.25,23,0,13928.0,2011-11-29 10:33:00,10,0
13929,802.85,3,46.333333333333336,8,0,13929.0,2011-06-23 15:26:00,168,0
13930,337.34,2,137.0,15,0,13930.0,2011-10-13 09:45:00,57,0
13931,1230.93,3,240.33333333333337,56,0,13931.0,2011-09-15 10:03:00,85,0
13932,307.4,1,72.0,16,0,13932.0,2011-02-18 12:02:00,294,1
13933,608.7900000000001,2,102.5,23,0,13933.0,2011-08-22 14:03:00,108,0
13934,922.1,1,390.0,31,0,13934.0,2011-03-21 08:39:00,263,1
13936,361.28,2,162.0,26,0,13936.0,2011-06-21 17:44:00,170,0
13937,158.85,1,123.0,9,0,13937.0,2011-06-23 16:35:00,168,0
13938,71.66,1,70.0,7,0,13938.0,2011-11-04 14:37:00,34,0
13939,556.75,4,210.75,43,0,13939.0,2011-11-16 13:33:00,22,0
13940,839.14,4,129.0,39,0,13940.0,2011-11-22 15:15:00,16,0
13941,4912.41,7,329.57142857142856,24,0,13941.0,2011-11-18 09:43:00,21,0
13946,561.5699999999999,3,147.66666666666666,11,0,13946.0,2011-09-21 13:33:00,78,0
13947,90.6,1,44.0,5,0,13947.0,2011-10-05 14:42:00,64,0
13948,102.0,1,40.0,3,0,13948.0,2010-12-14 10:18:00,360,1
13949,2427.32,6,412.3333333333333,124,2,13949.0,2011-12-07 09:35:00,2,0
13950,728.56,5,64.2,33,0,13950.0,2011-11-28 14:44:00,10,0
13951,674.45,3,153.0,38,0,13951.0,2011-06-16 16:43:00,175,0
13952,3246.091,3,475.0,120,0,13952.0,2011-05-12 19:27:00,210,1
13953,3515.68,7,389.1428571428572,8,0,13953.0,2011-12-02 16:04:00,6,0
13954,378.59,3,47.0,24,0,13954.0,2011-12-08 12:50:00,1,0
13955,322.96,2,77.0,33,0,13955.0,2011-07-08 17:19:00,153,0
13956,973.47,5,89.2,123,0,13956.0,2011-12-04 13:20:00,4,0
13958,-102.45,1,-23.0,5,0,13958.0,2010-12-02 17:03:00,371,1
13959,583.44,3,115.66666666666669,79,0,13959.0,2011-09-21 15:06:00,78,0
13960,230.22,2,71.0,11,0,13960.0,2011-11-18 15:27:00,20,0
13962,169.55,2,43.5,11,0,13962.0,2011-11-18 08:47:00,21,0
13963,664.54,4,115.0,35,0,13963.0,2011-02-04 14:43:00,307,1
13967,80.7,1,42.0,2,0,13967.0,2011-07-17 12:02:00,145,0
13969,8909.12,20,222.25,334,2,13969.0,2011-12-02 15:11:00,6,0
13971,2702.2200000000003,11,165.27272727272728,118,2,13971.0,2011-12-01 08:27:00,8,0
13972,190.25,2,93.5,15,0,13972.0,2011-09-30 11:54:00,70,0
13973,264.7,1,109.0,11,0,13973.0,2011-02-25 15:21:00,286,1
13974,413.59,1,249.0,28,0,13974.0,2011-10-21 14:41:00,48,0
13975,2371.11,7,238.0,240,2,13975.0,2011-11-08 13:19:00,30,0
13976,357.98,1,154.0,10,0,13976.0,2011-05-17 09:13:00,206,1
13978,196.79,2,157.5,14,0,13978.0,2011-11-25 11:36:00,14,0
13979,869.87,1,639.0,54,0,13979.0,2011-09-27 13:32:00,72,0
13980,200.14,1,172.0,11,0,13980.0,2011-10-10 13:34:00,59,0
13982,1853.56,5,225.4,72,0,13982.0,2011-10-31 16:24:00,38,0
13983,2576.56,13,89.38461538461539,91,0,13983.0,2011-11-10 11:06:00,29,0
13984,488.03,6,45.166666666666664,14,0,13984.0,2011-11-13 12:38:00,26,0
13985,7024.53,16,214.875,108,2,13985.0,2011-12-05 17:06:00,3,0
13986,293.58,1,366.0,12,0,13986.0,2011-11-22 15:00:00,16,0
13988,4098.8,9,336.1111111111111,188,2,13988.0,2011-11-20 10:15:00,19,0
13989,1266.08,2,656.5,33,0,13989.0,2011-10-05 09:47:00,65,0
13990,311.3,1,190.0,16,0,13990.0,2011-05-10 15:19:00,212,1
13991,840.75,7,141.14285714285714,58,0,13991.0,2011-11-27 16:18:00,11,0
13992,76.8,1,64.0,5,0,13992.0,2011-11-09 15:23:00,29,0
13993,3409.66,12,74.33333333333333,66,0,13993.0,2011-11-07 13:00:00,31,0
13994,2249.49,6,154.16666666666666,122,0,13994.0,2011-12-06 11:05:00,3,0
13995,1383.49,6,144.5,55,0,13995.0,2011-11-24 14:22:00,14,0
13999,3865.26,15,148.73333333333332,102,2,13999.0,2011-11-29 13:40:00,9,0
14000,633.71,2,353.5,15,0,14000.0,2011-05-17 13:44:00,205,1
14001,2030.33,4,239.75,35,0,14001.0,2011-10-25 10:31:00,45,0
14002,529.73,2,438.5,47,0,14002.0,2011-07-28 15:55:00,133,0
14004,4582.64,7,381.1428571428572,102,0,14004.0,2011-10-27 14:40:00,42,0
14005,2874.72,5,495.6,53,0,14005.0,2011-11-30 12:41:00,9,0
14006,962.19,3,213.66666666666663,22,0,14006.0,2011-08-16 09:39:00,115,0
14009,685.9300000000001,3,120.33333333333331,42,0,14009.0,2011-05-25 15:47:00,197,1
14012,328.8,1,160.0,11,0,14012.0,2011-03-07 12:26:00,277,1
14013,473.02,3,154.0,30,0,14013.0,2011-08-21 15:01:00,109,0
14014,505.18,1,1076.0,39,0,14014.0,2011-09-23 13:18:00,76,0
14015,917.34,1,378.0,20,0,14015.0,2011-10-18 10:02:00,52,0
14016,4328.46,5,424.8,154,2,14016.0,2011-07-08 14:27:00,153,0
14019,1398.96,4,258.5,37,0,14019.0,2011-10-24 10:13:00,46,0
14020,642.8,2,220.5,37,0,14020.0,2011-11-23 09:22:00,16,0
14021,631.9,3,64.0,22,0,14021.0,2011-07-07 15:46:00,154,0
14022,440.0,1,487.0,28,0,14022.0,2011-04-28 14:39:00,224,1
14023,584.07,2,172.5,30,0,14023.0,2011-12-02 13:58:00,6,0
14024,327.7,2,75.0,16,0,14024.0,2011-08-10 11:30:00,121,0
14027,104.82,1,62.0,6,0,14027.0,2011-10-10 09:01:00,60,0
14029,467.66,2,99.0,15,0,14029.0,2011-10-07 14:46:00,62,0
14030,2352.89,8,184.625,210,2,14030.0,2011-11-21 16:48:00,17,0
14031,14634.64,23,233.4782608695652,121,2,14031.0,2011-12-02 17:13:00,6,0
14032,2929.84,18,111.55555555555556,53,0,14032.0,2011-12-07 15:23:00,1,0
14034,507.01,4,77.25,82,0,14034.0,2011-11-17 14:02:00,21,0
14035,1419.32,5,146.6,41,0,14035.0,2011-11-11 10:03:00,28,0
14036,626.65,1,268.0,38,0,14036.0,2011-02-28 09:26:00,284,1
14037,147.20000000000002,2,23.0,27,0,14037.0,2011-06-16 13:57:00,175,0
14038,1554.48,4,240.75,64,0,14038.0,2011-09-22 13:37:00,77,0
14039,152.2,1,92.0,6,0,14039.0,2011-11-06 13:48:00,32,0
14040,3419.34,15,99.93333333333334,147,2,14040.0,2011-10-30 12:42:00,40,0
14041,141.41,1,94.0,21,0,14041.0,2011-03-18 13:25:00,265,1
14044,646.42,4,76.0,165,2,14044.0,2011-11-13 12:05:00,26,0
14045,1659.75,4,133.75,4,0,14045.0,2011-08-22 15:27:00,108,0
14046,154.99,1,460.0,14,0,14046.0,2011-02-28 14:48:00,283,1
14047,1290.01,7,53.857142857142854,22,0,14047.0,2011-12-01 11:43:00,8,0
14048,370.08,2,134.5,84,0,14048.0,2011-03-07 13:49:00,276,1
14049,5515.45,6,627.8333333333334,352,2,14049.0,2011-11-23 12:20:00,16,0
14050,746.36,2,344.5,49,0,14050.0,2011-11-08 10:00:00,31,0
14051,15441.94,26,143.42307692307693,52,2,14051.0,2011-12-09 10:20:00,0,0
14052,225.36,1,89.0,56,0,14052.0,2011-11-20 12:30:00,19,0
14053,247.75,2,102.5,2,0,14053.0,2011-08-07 14:27:00,123,0
14054,92.46,1,62.0,6,0,14054.0,2011-10-05 15:49:00,64,0
14055,725.6400000000001,1,216.0,10,0,14055.0,2011-08-25 15:04:00,105,0
14056,7953.5,29,143.31034482758622,321,2,14056.0,2011-12-08 13:36:00,0,0
14057,6141.1,18,261.3888888888889,179,2,14057.0,2011-11-16 10:32:00,23,0
14059,183.6,1,128.0,8,0,14059.0,2011-03-18 10:06:00,266,1
14060,6135.38,20,268.7,86,2,14060.0,2011-12-05 12:29:00,4,0
14062,10464.85,12,466.0833333333333,60,2,14062.0,2011-11-30 10:04:00,9,0
14064,1138.59,7,187.57142857142856,59,0,14064.0,2011-11-10 13:14:00,28,0
14066,152.55,1,45.0,7,0,14066.0,2011-03-18 12:21:00,266,1
14067,374.7,2,180.5,51,0,14067.0,2011-10-07 10:21:00,63,0
14068,250.45,1,69.0,22,0,14068.0,2011-01-23 16:02:00,319,1
14071,1301.84,9,99.22222222222224,271,2,14071.0,2011-12-06 12:27:00,3,0
14073,139.54,2,64.0,13,0,14073.0,2011-11-18 16:14:00,20,0
14075,942.26,3,251.33333333333337,33,0,14075.0,2011-12-05 08:38:00,4,0
14076,114.92,1,76.0,43,0,14076.0,2011-08-02 15:19:00,128,0
14077,499.42,5,53.6,33,0,14077.0,2011-10-30 12:35:00,40,0
14078,1049.37,6,51.666666666666664,46,0,14078.0,2011-08-30 12:16:00,101,0
14079,375.1,1,301.0,12,0,14079.0,2011-08-07 12:10:00,124,0
14080,45.6,1,48.0,4,0,14080.0,2011-11-07 11:09:00,32,0
14081,867.42,4,143.0,126,0,14081.0,2011-03-17 14:24:00,266,1
14082,176.4,1,107.0,28,0,14082.0,2010-12-10 11:02:00,364,1
14083,1002.9,9,78.33333333333333,162,2,14083.0,2011-12-05 13:14:00,3,0
14085,4384.28,19,166.21052631578948,272,2,14085.0,2011-12-07 13:46:00,1,0
14087,161.05,2,112.0,62,0,14087.0,2011-12-07 12:41:00,2,0
14088,50415.49,14,899.5,379,2,14088.0,2011-11-29 16:16:00,9,0
14089,158.75,1,133.0,13,0,14089.0,2011-10-14 10:38:00,56,0
14090,76.32000000000001,1,72.0,1,0,14090.0,2011-01-19 10:51:00,324,1
14092,4063.1,17,121.23529411764706,117,2,14092.0,2011-12-02 12:13:00,7,0
14093,424.45,1,378.0,95,0,14093.0,2011-11-27 16:27:00,11,0
14096,56946.43,34,478.7647058823529,1121,1,14096.0,2011-12-05 17:17:00,3,0
14098,147.35,1,104.0,21,0,14098.0,2011-11-03 10:13:00,36,0
14099,3092.9700000000003,12,181.41666666666663,167,2,14099.0,2011-11-23 13:53:00,15,0
14100,190.05,1,61.0,24,0,14100.0,2011-07-25 11:01:00,137,0
14101,5976.79,6,1157.0,15,0,14101.0,2011-09-27 12:28:00,73,0
14102,1012.93,8,88.75,35,0,14102.0,2011-12-04 15:38:00,4,0
14104,216.21,2,36.0,21,0,14104.0,2011-07-08 12:50:00,154,0
14105,1260.33,2,399.0,74,0,14105.0,2011-09-15 16:13:00,84,0
14107,2688.48,8,223.5,61,0,14107.0,2011-10-19 12:12:00,51,0
14108,594.16,3,126.66666666666669,33,0,14108.0,2011-11-09 10:41:00,30,0
14109,80.2,2,28.0,9,0,14109.0,2011-11-16 13:51:00,22,0
14110,5669.650000000001,13,188.84615384615384,94,2,14110.0,2011-12-06 12:26:00,3,0
14111,688.6,5,91.4,10,0,14111.0,2011-11-25 13:44:00,13,0
14112,2774.17,12,134.0,117,2,14112.0,2011-11-17 12:30:00,22,0
14113,1377.92,8,79.375,26,0,14113.0,2011-12-06 12:18:00,3,0
14114,386.53,2,50.5,15,0,14114.0,2011-03-11 09:42:00,273,1
14116,1382.74,5,141.4,61,0,14116.0,2011-11-20 10:29:00,19,0
14117,90.0,1,72.0,3,0,14117.0,2011-07-19 09:49:00,143,0
14119,-19.9,1,-2.0,1,0,14119.0,2010-12-20 13:58:00,353,1
14121,2740.3,6,346.3333333333333,148,2,14121.0,2011-12-06 12:19:00,3,0
14124,281.34,1,1186.0,4,0,14124.0,2011-09-16 13:32:00,83,0
14125,2720.63,3,542.6666666666666,159,2,14125.0,2011-11-29 12:47:00,10,0
14126,643.63,4,114.5,14,0,14126.0,2011-12-02 11:45:00,7,0
14127,709.71,3,107.0,39,0,14127.0,2011-08-09 10:49:00,122,0
14128,637.5,2,282.0,40,0,14128.0,2011-10-10 12:00:00,60,0
14129,1123.86,5,118.4,31,0,14129.0,2011-12-08 11:02:00,1,0
14130,480.91,1,257.0,66,0,14130.0,2011-01-24 16:05:00,318,1
14132,3580.13,12,280.5,100,2,14132.0,2011-12-07 13:35:00,1,0
14133,590.34,5,68.4,26,0,14133.0,2011-08-02 11:34:00,129,0
14135,4690.31,15,256.6666666666667,95,2,14135.0,2011-12-08 11:38:00,1,0
14138,965.88,2,300.0,40,0,14138.0,2011-12-08 12:44:00,1,0
14139,415.82,1,510.0,26,0,14139.0,2011-10-24 13:34:00,45,0
14140,920.05,3,269.6666666666667,60,0,14140.0,2011-12-06 09:05:00,3,0
14141,879.0300000000001,6,56.166666666666664,28,0,14141.0,2011-12-07 09:53:00,2,0
14142,311.81,1,313.0,22,0,14142.0,2010-12-01 16:33:00,372,1
14143,115.8,1,30.0,7,0,14143.0,2011-07-29 09:48:00,133,0
14145,3148.2,5,127.2,6,0,14145.0,2011-10-24 12:10:00,46,0
14146,2949.57,6,314.3333333333333,183,2,14146.0,2011-12-01 10:18:00,8,0
14147,468.4,3,32.0,4,0,14147.0,2011-10-21 13:36:00,48,0
14148,157.2,1,16.0,3,0,14148.0,2011-04-20 12:02:00,233,1
14149,259.43,3,43.0,28,0,14149.0,2011-05-11 12:34:00,212,1
14150,658.64,2,248.0,23,0,14150.0,2011-11-04 10:05:00,35,0
14152,611.09,3,233.0,47,0,14152.0,2011-09-25 12:54:00,74,0
14154,1345.62,2,232.5,52,0,14154.0,2011-04-14 16:26:00,238,1
14155,118.75,1,25.0,6,0,14155.0,2011-03-18 14:13:00,265,1
14156,113198.09,66,862.1818181818181,716,1,14156.0,2011-11-30 10:54:00,9,0
14157,389.19,3,85.0,45,0,14157.0,2011-11-20 11:32:00,19,0
14158,507.66,1,781.0,41,0,14158.0,2011-10-30 15:08:00,39,0
14159,4494.02,14,299.7857142857143,501,2,14159.0,2011-11-20 12:36:00,19,0
14161,1077.04,3,148.33333333333334,87,0,14161.0,2011-05-08 11:41:00,215,1
14162,289.36,2,71.0,25,0,14162.0,2011-06-19 11:36:00,173,0
14163,2445.91,4,223.25,36,0,14163.0,2011-09-13 15:18:00,86,0
14164,1631.77,2,516.5,28,0,14164.0,2011-09-30 12:24:00,70,0
14165,117.89,1,52.0,23,0,14165.0,2011-03-09 12:39:00,275,1
14167,541.34,4,35.5,27,0,14167.0,2011-10-31 14:29:00,38,0
14171,362.13,1,165.0,57,0,14171.0,2011-09-02 16:43:00,97,0
14173,450.84,4,37.5,28,0,14173.0,2011-11-29 11:54:00,10,0
14174,134.46,1,94.0,26,0,14174.0,2011-11-06 13:17:00,32,0
14175,3108.06,7,208.71428571428572,139,2,14175.0,2011-10-19 13:42:00,50,0
14176,574.0,5,41.4,28,0,14176.0,2011-02-15 13:12:00,296,1
14177,544.51,5,40.6,37,0,14177.0,2011-09-16 09:52:00,84,0
14178,1585.33,7,209.57142857142856,191,2,14178.0,2011-12-01 12:01:00,8,0
14179,624.02,2,135.0,135,0,14179.0,2011-10-30 12:07:00,40,0
14180,4640.77,31,22.903225806451612,112,2,14180.0,2011-11-29 10:56:00,10,0
14184,452.89,1,127.0,24,0,14184.0,2011-10-04 12:43:00,66,0
14185,197.65,1,6.0,3,0,14185.0,2011-01-12 13:52:00,330,1
14188,2018.91,10,114.5,34,0,14188.0,2011-12-01 09:46:00,8,0
14189,4604.31,24,163.29166666666666,176,2,14189.0,2011-12-07 15:55:00,1,0
14191,4660.01,14,261.2142857142857,146,2,14191.0,2011-12-08 09:23:00,1,0
14193,853.39,2,222.5,35,0,14193.0,2011-10-03 09:34:00,67,0
14194,11216.75,32,180.71875,269,2,14194.0,2011-12-05 10:38:00,4,0
14195,962.7,3,234.0,7,0,14195.0,2011-05-22 10:29:00,201,1
14196,335.52,1,142.0,6,0,14196.0,2011-08-25 10:25:00,106,0
14198,663.5,7,40.0,35,0,14198.0,2011-12-05 16:34:00,3,0
14199,185.4,1,28.0,2,0,14199.0,2011-05-05 13:44:00,217,1
14201,688.04,9,64.22222222222223,32,0,14201.0,2011-10-10 13:27:00,59,0
14204,142.27,1,62.0,36,0,14204.0,2011-12-07 13:38:00,1,0
14205,218.78,4,24.75,35,0,14205.0,2011-11-29 11:56:00,10,0
14206,308.26,2,137.0,21,0,14206.0,2011-04-14 16:38:00,238,1
14208,151.74,1,114.0,10,0,14208.0,2011-09-06 12:48:00,94,0
14209,2067.13,7,98.28571428571428,55,0,14209.0,2011-11-29 10:18:00,10,0
14210,1900.89,7,108.42857142857144,66,0,14210.0,2011-09-09 12:55:00,90,0
14211,2208.3,13,94.76923076923076,87,0,14211.0,2011-10-17 13:23:00,52,0
14212,1070.48,1,1152.0,9,0,14212.0,2011-09-11 12:45:00,89,0
14213,-1192.2,1,-244.0,5,0,14213.0,2010-12-03 09:47:00,371,1
14214,1000.23,7,106.85714285714286,64,0,14214.0,2011-11-09 10:31:00,30,0
14215,1777.92,7,193.42857142857144,98,0,14215.0,2011-11-28 12:19:00,11,0
14216,1839.3,4,148.5,47,0,14216.0,2011-12-06 14:56:00,2,0
14217,1925.36,24,28.208333333333332,78,2,14217.0,2011-12-08 11:53:00,1,0
14218,169.48000000000002,1,160.0,12,0,14218.0,2011-10-28 10:00:00,42,0
14219,89.94,1,78.0,7,0,14219.0,2011-12-05 16:23:00,3,0
14220,632.4,2,136.0,21,0,14220.0,2011-04-06 13:23:00,246,1
14221,3427.85,10,219.0,123,2,14221.0,2011-10-28 13:42:00,41,0
14222,683.17,1,607.0,41,0,14222.0,2011-06-15 16:42:00,176,0
14223,975.23,4,145.75,50,0,14223.0,2011-09-08 13:38:00,91,0
14224,1004.38,4,119.5,105,0,14224.0,2011-08-21 13:24:00,109,0
14226,2174.28,7,182.42857142857144,64,0,14226.0,2011-11-11 11:34:00,28,0
14227,3315.71,15,120.73333333333332,117,2,14227.0,2011-11-13 15:48:00,25,0
14229,1450.6,5,118.0,29,0,14229.0,2011-10-19 10:04:00,51,0
14231,822.0600000000001,5,80.4,47,0,14231.0,2011-06-13 15:35:00,178,0
14232,2043.93,8,242.125,81,0,14232.0,2011-11-08 12:17:00,31,0
14233,1447.51,5,134.2,30,0,14233.0,2011-10-27 09:25:00,43,0
14234,740.89,4,231.75,122,0,14234.0,2011-11-17 17:53:00,21,0
14235,3093.86,6,324.5,65,0,14235.0,2011-11-29 13:26:00,9,0
14236,490.86,2,155.0,15,0,14236.0,2011-09-20 09:13:00,80,0
14237,161.0,1,38.0,9,0,14237.0,2010-12-01 13:20:00,372,1
14238,146.85,1,111.0,8,0,14238.0,2011-01-17 14:40:00,325,1
14239,2323.5,13,75.84615384615384,83,0,14239.0,2011-10-27 14:40:00,42,0
14240,890.34,2,209.0,37,0,14240.0,2011-11-09 13:45:00,29,0
14241,213.7,1,146.0,10,0,14241.0,2011-06-09 11:46:00,183,1
14242,280.55,2,61.5,13,0,14242.0,2011-04-19 11:46:00,234,1
14243,2535.88,14,86.0,99,2,14243.0,2011-12-01 11:12:00,8,0
14245,1677.48,5,194.2,107,0,14245.0,2011-06-16 14:33:00,175,0
14246,1474.06,3,268.0,57,0,14246.0,2011-08-21 11:50:00,110,0
14247,131.82,1,44.0,19,0,14247.0,2011-03-06 15:21:00,277,1
14248,302.58,1,102.0,8,0,14248.0,2011-01-25 14:45:00,317,1
14250,1904.05,3,400.0,94,0,14250.0,2011-12-02 14:30:00,6,0
14251,2879.7,5,334.8,37,0,14251.0,2011-12-08 08:32:00,1,0
14256,935.06,3,136.66666666666666,51,0,14256.0,2011-03-30 16:39:00,253,1
14257,3087.27,6,279.5,89,0,14257.0,2011-10-19 13:38:00,50,0
14258,12650.08,10,709.8,58,2,14258.0,2011-11-30 15:27:00,8,0
14259,120.0,1,68.0,5,0,14259.0,2011-07-21 10:44:00,141,0
14261,1163.45,2,203.0,52,0,14261.0,2011-10-20 10:04:00,50,0
14262,2618.23,8,205.625,87,0,14262.0,2011-12-01 14:17:00,7,0
14264,319.47,3,22.0,17,0,14264.0,2011-07-08 10:20:00,154,0
14265,530.18,2,165.0,31,0,14265.0,2011-08-22 13:32:00,108,0
14267,1279.09,7,65.85714285714286,25,0,14267.0,2011-07-12 11:11:00,150,0
14270,492.65,1,197.0,29,0,14270.0,2011-01-12 09:33:00,331,1
14271,112.32,1,88.0,10,0,14271.0,2011-04-28 12:47:00,225,1
14272,437.96,2,299.5,33,0,14272.0,2011-09-27 10:08:00,73,0
14273,559.97,4,66.0,22,0,14273.0,2011-10-19 13:20:00,50,0
14276,1019.39,5,144.6,52,0,14276.0,2011-09-12 17:49:00,87,0
14277,3901.0,4,401.0,195,2,14277.0,2011-11-24 15:01:00,14,0
14280,134.04,1,52.0,8,0,14280.0,2011-05-27 10:37:00,196,1
14282,3701.44,15,177.06666666666666,70,0,14282.0,2011-12-06 17:04:00,2,0
14284,578.45,3,52.333333333333336,24,0,14284.0,2011-11-09 08:11:00,30,0
14285,1910.01,4,135.25,18,0,14285.0,2011-11-18 14:50:00,20,0
14286,4595.81,5,861.2,220,2,14286.0,2011-11-16 10:34:00,23,0
14287,151.23,4,59.0,10,0,14287.0,2011-12-01 13:25:00,7,0
14288,413.85,2,93.5,16,0,14288.0,2011-05-11 15:17:00,211,1
14289,911.26,6,48.666666666666664,33,0,14289.0,2011-12-01 11:44:00,8,0
14290,2307.4500000000003,6,152.16666666666666,90,0,14290.0,2011-11-28 14:02:00,10,0
14291,3873.3,12,229.0,145,2,14291.0,2011-12-08 10:26:00,1,0
14292,4819.33,14,117.35714285714286,67,0,14292.0,2011-12-02 11:50:00,7,0
14293,1046.56,4,177.25,51,0,14293.0,2011-12-06 15:17:00,2,0
14295,154.70000000000002,2,41.0,7,0,14295.0,2011-10-30 15:50:00,39,0
14297,1284.06,6,143.5,49,0,14297.0,2011-11-22 09:06:00,17,0
14298,50862.44,45,1289.3555555555556,884,1,14298.0,2011-12-06 15:04:00,2,0
14299,2855.35,18,111.83333333333331,94,2,14299.0,2011-12-01 16:05:00,7,0
14300,43.2,1,32.0,3,0,14300.0,2011-11-21 08:57:00,18,0
14301,632.04,2,300.0,13,0,14301.0,2011-08-24 09:04:00,107,0
14304,197.1,2,27.0,25,0,14304.0,2011-05-01 11:50:00,222,1
14305,1803.76,5,213.8,96,0,14305.0,2011-09-29 15:29:00,70,0
14306,2083.42,3,357.6666666666667,33,0,14306.0,2011-10-19 13:23:00,50,0
14307,2995.72,6,343.0,150,2,14307.0,2011-09-12 09:38:00,88,0
14309,2319.68,10,161.9,75,0,14309.0,2011-12-01 13:33:00,7,0
14311,229.71,2,62.5,20,0,14311.0,2011-04-28 19:49:00,224,1
14312,1611.59,6,168.66666666666666,74,0,14312.0,2011-10-24 09:46:00,46,0
14314,120.0,1,296.0,8,0,14314.0,2011-08-25 10:39:00,106,0
14315,2456.98,7,144.28571428571428,64,0,14315.0,2011-11-18 15:35:00,20,0
14317,508.58,1,255.0,24,0,14317.0,2011-10-06 10:44:00,64,0
14320,343.11,3,79.66666666666667,29,0,14320.0,2011-05-17 09:24:00,206,1
14321,1530.75,5,481.2,111,0,14321.0,2011-11-29 09:47:00,10,0
14323,574.26,4,85.0,32,0,14323.0,2011-08-17 11:37:00,114,0
14326,166.85,2,49.5,8,0,14326.0,2011-04-19 11:08:00,234,1
14327,311.65,1,139.0,12,0,14327.0,2011-06-29 13:58:00,162,0
14329,4889.14,14,219.07142857142856,218,2,14329.0,2011-12-01 08:27:00,8,0
14331,462.66,2,126.0,27,0,14331.0,2011-08-07 13:17:00,123,0
14332,828.41,3,153.0,22,0,14332.0,2011-11-17 11:54:00,22,0
14333,351.45,2,26.0,15,0,14333.0,2011-10-06 19:25:00,63,0
14334,2539.46,9,192.22222222222223,98,0,14334.0,2011-11-23 10:01:00,16,0
14335,451.11,2,187.0,55,0,14335.0,2011-11-23 13:41:00,15,0
14336,1614.91,4,439.75,77,0,14336.0,2011-11-23 11:40:00,16,0
14338,554.22,4,82.25,30,0,14338.0,2011-07-04 16:00:00,157,0
14339,289.90999999999997,4,37.5,15,0,14339.0,2011-04-19 11:31:00,234,1
14340,134.7,1,58.0,6,0,14340.0,2011-05-05 09:44:00,218,1
14341,2146.92,9,154.77777777777777,109,0,14341.0,2011-10-25 15:48:00,44,0
14342,607.71,6,56.166666666666664,19,0,14342.0,2011-11-18 13:21:00,20,0
14344,884.03,8,59.375,56,0,14344.0,2011-08-04 13:51:00,126,0
14345,108.98,1,50.0,6,0,14345.0,2011-11-01 09:51:00,38,0
14346,1021.58,2,302.5,55,0,14346.0,2011-08-11 09:47:00,120,0
14348,409.57,1,183.0,18,0,14348.0,2011-03-24 16:23:00,259,1
14349,133.5,1,86.0,31,0,14349.0,2011-11-29 15:39:00,9,0
14350,258.7,2,83.0,19,0,14350.0,2011-03-14 12:27:00,270,1
14351,51.0,1,12.0,1,0,14351.0,2011-06-28 11:56:00,164,0
14352,1008.16,4,128.5,44,0,14352.0,2011-07-05 15:41:00,156,0
14353,90.6,1,64.0,6,0,14353.0,2011-05-08 16:06:00,214,1
14354,163.62,2,105.0,9,0,14354.0,2011-12-04 11:32:00,5,0
14355,174.4,1,92.0,11,0,14355.0,2010-12-09 12:16:00,365,1
