customer_id,total_revenue,total_invoices,avg_basket_size,unique_products
13437,3408.06,7,183.28571428571428,143
13439,283.71,1,242.0,54
13441,296.64,1,204.0,13
13447,1104.23,4,144.25,55
13448,3404.4900000000002,10,160.9,137
13449,291.88,1,222.0,19
13450,2043.72,6,330.3333333333333,32
13451,2810.75,6,350.0,315
13452,590.0,2,1.0,1
13453,356.97999999999996,2,67.0,16
13455,1007.35,4,86.25,42
13456,1737.8200000000002,7,108.0,43
13458,9537.92,22,248.1818181818182,242
13460,183.44,2,143.0,16
13461,1445.0,3,390.0,14
13462,143.25,2,30.5,9
13464,674.68,1,403.0,41
13466,297.95,2,129.0,17
13467,994.76,2,270.5,89
13468,5656.75,41,62.951219512195124,184
13470,165.0,2,50.0,7
13471,2391.17,4,369.0,214
13473,417.54,3,86.66666666666667,21
13474,222.79,1,121.0,59
13475,1431.78,4,253.0,64
13476,1092.77,4,103.5,56
13477,1441.53,8,127.25,57
13479,291.0,3,44.333333333333336,14
13481,1776.81,8,140.875,98
13482,184.64,1,116.0,11
13483,140.34,1,160.0,10
13484,313.8,1,44.0,8
13485,454.24,1,277.0,23
13486,1122.41,3,223.0,69
13487,575.4,3,88.33333333333333,26
13488,8910.61,17,265.4117647058824,272
13489,449.52,4,140.0,11
13491,1215.82,10,90.3,73
13492,1269.84,3,136.0,38
13493,618.63,2,190.0,6
13494,316.26,1,162.0,18
13495,1990.12,6,135.66666666666666,34
13496,617.93,3,109.66666666666667,28
13497,321.05,3,53.0,19
13499,1146.96,7,194.0,31
13500,1136.77,4,146.25,60
13501,1310.47,2,278.5,52
13502,292.0,3,88.0,17
13503,216.85,1,248.0,17
13504,295.93,1,178.0,22
13505,4282.88,8,307.625,182
13506,452.82,3,107.0,26
13507,2479.16,4,399.25,146
13508,110.97,1,24.0,12
13509,979.72,7,158.0,27
13510,1785.16,5,276.4,86
13512,251.21,1,143.0,15
13513,205.1,1,109.0,10
13514,152.20000000000002,1,40.0,4
13515,891.12,4,170.25,50
13516,1389.41,3,328.3333333333333,43
13517,2109.07,5,272.0,125
13518,627.16,1,382.0,36
13519,110.8,2,11.0,8
13520,3487.75,8,205.25,49
13521,1039.27,3,229.33333333333334,313
13522,125.8,1,44.0,5
13523,3755.38,6,290.8333333333333,157
13524,680.1800000000001,5,64.8,17
13525,628.78,2,197.0,5
13527,2168.36,8,204.75,153
13529,307.76,2,37.0,15
13531,483.8,2,87.0,17
13532,210.31,1,129.0,66
13533,260.15,3,65.33333333333333,61
13534,5613.08,43,66.88372093023256,119
13536,3437.07,7,302.2857142857143,91
13538,1280.85,7,25.0,10
13539,605.84,4,78.5,36
13544,276.06,2,56.0,76
13546,605.69,3,115.0,72
13548,618.73,2,173.5,114
13549,916.12,8,57.125,37
13551,91.8,1,12.0,4
13552,3497.9300000000003,16,85.375,82
13555,4098.88,4,659.0,128
13557,584.0600000000001,2,273.0,31
13558,592.43,4,83.75,123
13560,171.42000000000002,1,63.0,32
13561,141.86,1,83.0,14
13562,1799.33,3,252.33333333333334,50
13563,777.53,2,104.5,49
13564,591.94,5,126.2,68
13565,240.22,2,86.0,35
13566,797.25,2,259.0,134
13568,165.35,1,60.0,41
13569,336.5,2,76.5,73
13570,239.49,1,161.0,27
13571,2049.59,12,144.66666666666666,157
13572,1323.05,1,510.0,32
13573,290.25,2,151.0,24
13575,732.07,5,89.8,41
13576,6703.3,20,132.0,78
13577,1658.3,5,154.2,61
13579,467.04,2,88.0,19
13581,118.0,1,30.0,10
13583,781.03,1,725.0,53
13584,142.4,1,37.0,24
13587,347.0,3,53.333333333333336,8
13588,2445.12,13,197.92307692307693,132
13589,379.65,2,57.0,21
13590,1976.12,7,263.7142857142857,70
13591,1117.13,3,161.66666666666666,56
13592,247.96,4,21.0,15
13593,1965.08,6,115.83333333333333,77
13594,396.97,1,359.0,26
13596,648.98,2,184.5,133
13598,130.39000000000001,2,24.5,33
13599,5023.95,33,95.93939393939394,172
13600,219.51999999999998,1,324.0,19
13601,678.62,2,271.0,90
13602,428.89000000000004,1,267.0,23
13603,164.34,1,164.0,27
13606,276.75,3,92.0,40
13607,646.61,1,268.0,93
13610,1042.72,9,51.77777777777778,165
13611,1120.55,4,186.75,67
13614,1563.48,4,139.25,171
13615,399.99,2,91.5,23
13617,544.18,3,100.0,31
13618,177.34,1,246.0,13
13621,213.85,1,343.0,19
13623,652.4,7,39.714285714285715,78
13626,257.23,1,209.0,19
13627,1624.02,7,180.85714285714286,84
13629,7792.36,11,397.45454545454544,28
13630,1995.68,11,125.18181818181819,51
13631,3021.77,12,38.333333333333336,6
13632,2114.68,6,171.66666666666666,121
13634,1530.86,5,138.8,156
13635,1071.03,1,677.0,62
13636,941.62,6,97.66666666666667,57
13637,790.35,3,131.33333333333334,79
13638,122.64,1,93.0,8
13639,1013.42,1,776.0,39
13642,312.28000000000003,1,151.0,57
13643,519.44,3,91.0,24
13644,2597.52,5,412.0,144
13645,252.1,1,158.0,5
13647,1640.22,5,177.2,65
13649,346.6,2,69.5,23
13650,1809.3400000000001,7,131.14285714285714,79
13651,94.2,2,16.5,6
13652,1095.08,3,192.66666666666666,48
13654,2707.33,6,363.6666666666667,157
13655,932.97,2,302.5,52
13656,379.65000000000003,2,245.0,49
13657,382.14,2,104.5,16
13658,2421.47,7,144.14285714285714,91
13659,1485.73,3,282.3333333333333,93
13662,862.58,7,75.42857142857143,50
13663,189.47,1,91.0,13
13666,84.65,3,13.666666666666666,12
13667,296.32,1,142.0,82
13668,6147.11,29,124.51724137931035,286
13669,218.55,2,118.5,9
13670,349.7,1,282.0,25
13672,-71.46,6,-0.16666666666666666,5
13673,374.48,2,54.5,47
13675,486.82000000000005,2,165.0,25
13678,232.6,1,924.0,16
13680,2178.61,5,249.8,164
13681,827.83,4,90.0,37
13682,59.5,1,10.0,3
13684,62.13,2,18.5,29
13685,3119.44,7,722.2857142857143,29
13686,72.0,1,70.0,8
13689,910.0,1,512.0,6
13690,172.25,1,67.0,9
13692,1466.8700000000001,5,244.8,49
13693,-32.0,2,-3.0,4
13694,62690.54,60,1031.65,369
13695,2504.13,15,106.86666666666666,46
13697,151.29999999999998,1,177.0,12
13699,308.58,1,66.0,14
13700,2248.63,10,228.1,139
13703,99.5,1,10.0,1
13704,2295.31,10,152.8,111
13705,711.86,3,121.0,25
13706,330.79,1,189.0,20
13707,806.41,2,175.5,48
13708,285.33,1,301.0,49
13709,6228.71,17,205.47058823529412,244
13710,180.48,1,176.0,8
13711,252.06,2,70.0,11
13712,228.84,1,352.0,10
13715,1047.04,8,68.875,89
13716,138.28,1,138.0,21
13717,1432.26,7,279.7142857142857,92
13718,306.55,2,86.5,9
13719,1041.68,5,121.8,56
13720,799.9,4,125.25,42
13721,524.14,1,316.0,28
13722,2369.16,4,350.0,75
13723,199.85,1,43.0,6
13725,1809.81,11,59.90909090909091,97
13726,1079.66,2,527.0,39
13727,333.48,2,81.0,19
13728,1016.14,6,76.33333333333333,38
13730,752.6,2,244.0,38
13731,610.59,2,139.0,36
13732,491.86,1,498.0,33
13735,2761.99,8,134.75,161
13736,694.49,3,158.33333333333334,167
13737,338.10999999999996,1,124.0,29
13739,216.9,1,54.0,3
13740,350.75,1,425.0,23
13741,666.33,4,54.25,34
13742,3047.42,14,78.14285714285714,200
13743,1340.1499999999999,8,221.875,8
13744,1080.52,2,576.5,54
13745,291.54,2,243.0,25
13747,79.6,1,8.0,1
13748,948.25,5,87.8,24
13750,1647.26,5,103.2,20
13751,296.25,1,152.0,9
13752,1175.38,6,145.66666666666666,64
13753,741.26,1,512.0,35
13754,282.6,2,107.0,11
13755,2003.31,10,114.7,232
13756,5145.12,15,210.93333333333334,66
13758,3170.15,7,262.2857142857143,104
13759,659.4100000000001,2,143.5,24
13760,262.82,2,93.0,50
13761,1070.65,2,321.0,68
13762,0.0,2,0.0,7
13763,1689.46,3,241.66666666666666,17
13764,1492.11,3,303.6666666666667,183
13767,16945.71,52,139.57692307692307,55
13769,2771.87,16,72.0,73
13771,2631.7000000000003,5,295.2,114
13772,1093.44,3,169.66666666666666,141
13774,345.0,1,192.0,22
13777,25753.45,41,312.3414634146341,40
13778,178.70000000000002,1,70.0,9
13780,360.01,2,159.0,56
13781,127.84,1,30.0,17
13782,908.86,6,61.5,96
13784,2462.79,11,226.63636363636363,9
13786,230.4,1,136.0,7
13787,251.37,2,92.0,24
13790,348.8,1,748.0,45
13791,1047.68,3,276.0,7
13792,195.55,2,46.0,13
13798,35773.46,63,368.36507936507934,115
13799,688.86,2,201.0,32
13800,558.32,1,331.0,33
13801,324.8,1,168.0,23
13802,3906.27,6,380.1666666666667,57
13803,277.07,1,121.0,17
13804,2588.39,7,208.85714285714286,124
13805,924.6,2,950.0,10
13806,256.38,1,56.0,10
13807,112.6,1,36.0,7
13808,1747.66,5,156.4,70
13809,140.3,1,24.0,11
13810,899.51,4,77.75,32
13811,591.75,4,16.75,7
13812,539.0,3,111.0,33
13813,1353.41,5,110.0,54
13814,1562.1200000000001,3,287.3333333333333,37
13815,4014.91,5,511.4,132
13816,555.04,4,65.0,27
13817,382.98,2,105.5,20
13819,1140.35,3,369.6666666666667,26
13821,385.64,2,76.5,51
13822,628.7,2,304.5,90
13823,957.66,2,219.5,39
13824,1698.94,5,153.6,34
13826,174.65,2,40.0,11
13827,409.8,3,46.0,83
13828,209.49,1,311.0,15
13829,-102.0,1,-12.0,1
13831,2198.45,6,123.83333333333333,58
13832,40.949999999999996,2,12.5,3
13833,383.85,1,117.0,28
13835,834.57,4,110.5,48
13837,266.59000000000003,2,91.0,17
13838,651.08,4,59.5,144
13841,85.0,1,100.0,1
13842,3385.62,9,196.44444444444446,155
13844,361.62,1,196.0,20
13845,312.98,1,182.0,9
13846,847.61,4,95.75,56
13848,1255.0,3,1233.3333333333333,3
13849,1537.95,2,508.0,97
13850,1586.81,2,470.5,93
13851,2651.46,3,568.3333333333334,77
13853,1056.94,2,152.0,23
13854,8025.02,29,78.55172413793103,39
13856,363.40000000000003,5,96.8,10
13858,216.17,1,75.0,11
13859,188.56,1,123.0,27
13860,1240.0,6,98.16666666666667,58
13862,2187.31,10,168.2,97
13863,299.56,2,109.5,20
13865,501.56,4,51.0,26
13866,145.67000000000002,1,57.0,7
13867,973.29,3,165.66666666666666,51
13868,3192.54,2,982.0,32
13869,3065.38,4,423.0,234
13870,2751.25,10,132.0,91
13871,6389.8,14,200.07142857142858,155
13873,381.7,4,34.5,21
13874,540.45,1,180.0,18
13875,1786.79,5,263.2,79
13876,122.7,1,36.0,7
13877,117.24000000000001,1,108.0,3
13878,1271.57,1,463.0,35
13880,3219.77,13,141.69230769230768,125
13881,16989.52,22,457.3636363636364,72
13882,1131.28,6,158.33333333333334,54
13883,2538.75,9,152.0,110
13884,779.85,6,49.333333333333336,45
13885,506.8,2,91.0,28
13886,243.56,1,126.0,16
13887,349.55,1,147.0,19
13888,595.67,2,127.0,38
13889,416.90000000000003,1,146.0,15
13890,1860.8600000000001,14,59.0,74
13892,632.97,4,245.75,26
13893,821.1,1,190.0,21
13894,459.65000000000003,5,53.4,25
13895,2588.12,5,272.8,97
13897,311.16,1,200.0,17
13898,155.93,1,133.0,12
13899,388.52,2,78.0,19
13900,740.95,3,143.33333333333334,42
13901,2867.2000000000003,5,347.8,144
13904,332.64,2,166.0,24
13908,2347.05,5,294.0,104
13911,2580.91,9,303.44444444444446,120
13914,613.95,3,126.33333333333333,28
13917,272.04,2,114.0,16
13918,1212.8400000000001,2,570.0,30
13919,350.16,3,145.66666666666666,24
13922,172.25,1,93.0,7
13923,351.13,1,185.0,20
13924,1682.0800000000002,11,139.27272727272728,91
13925,616.65,6,54.5,28
13926,223.85000000000002,1,104.0,11
13927,348.99,1,214.0,21
13928,464.57,4,32.25,23
13929,802.85,3,46.333333333333336,8
13930,337.34,2,137.0,15
13931,1230.93,3,240.33333333333334,56
13932,307.4,1,72.0,16
13933,608.7900000000001,2,102.5,23
13934,922.1,1,390.0,31
13936,361.28,2,162.0,26
13937,158.85,1,123.0,9
13938,71.66,1,70.0,7
13939,556.75,4,210.75,43
13940,839.14,4,129.0,39
13941,4912.41,7,329.57142857142856,24
13946,561.5699999999999,3,147.66666666666666,11
13947,90.6,1,44.0,5
13948,102.0,1,40.0,3
13949,2427.32,6,412.3333333333333,124
13950,728.56,5,64.2,33
13951,674.45,3,153.0,38
13952,3246.091,3,475.0,120
13953,3515.68,7,389.14285714285717,8
13954,378.59000000000003,3,47.0,24
13955,322.96,2,77.0,33
13956,973.47,5,89.2,123
13958,-102.45,1,-23.0,5
13959,583.44,3,115.66666666666667,79
13960,230.22,2,71.0,11
13962,169.55,2,43.5,11
13963,664.54,4,115.0,35
13967,80.7,1,42.0,2
13969,8909.12,20,222.25,334
13971,2702.2200000000003,11,165.27272727272728,118
13972,190.25,2,93.5,15
13973,264.7,1,109.0,11
13974,413.59000000000003,1,249.0,28
13975,2371.11,7,238.0,240
13976,357.98,1,154.0,10
13978,196.79000000000002,2,157.5,14
13979,869.87,1,639.0,54
13980,200.14,1,172.0,11
13982,1853.56,5,225.4,72
13983,2576.56,13,89.38461538461539,91
13984,488.03,6,45.166666666666664,14
13985,7024.53,16,214.875,108
13986,293.58,1,366.0,12
13988,4098.8,9,336.1111111111111,188
13989,1266.08,2,656.5,33
13990,311.3,1,190.0,16
13991,840.75,7,141.14285714285714,58
13992,76.8,1,64.0,5
13993,3409.66,12,74.33333333333333,66
13994,2249.4900000000002,6,154.16666666666666,122
13995,1383.49,6,144.5,55
13999,3865.26,15,148.73333333333332,102
14000,633.71,2,353.5,15
14001,2030.33,4,239.75,35
14002,529.73,2,438.5,47
14004,4582.64,7,381.14285714285717,102
14005,2874.72,5,495.6,53
14006,962.19,3,213.66666666666666,22
14009,685.9300000000001,3,120.33333333333333,42
14012,328.8,1,160.0,11
14013,473.02,3,154.0,30
14014,505.18,1,1076.0,39
14015,917.34,1,378.0,20
14016,4328.46,5,424.8,154
14019,1398.96,4,258.5,37
14020,642.8,2,220.5,37
14021,631.9,3,64.0,22
14022,440.0,1,487.0,28
14023,584.07,2,172.5,30
14024,327.7,2,75.0,16
14027,104.82,1,62.0,6
14029,467.66,2,99.0,15
14030,2352.89,8,184.625,210
14031,14634.64,23,233.47826086956522,121
14032,2929.84,18,111.55555555555556,53
14034,507.01,4,77.25,82
14035,1419.32,5,146.6,41
14036,626.65,1,268.0,38
14037,147.20000000000002,2,23.0,27
14038,1554.48,4,240.75,64
14039,152.2,1,92.0,6
14040,3419.34,15,99.93333333333334,147
14041,141.41,1,94.0,21
14044,646.42,4,76.0,165
14045,1659.75,4,133.75,4
14046,154.99,1,460.0,14
14047,1290.01,7,53.857142857142854,22
14048,370.08,2,134.5,84
14049,5515.45,6,627.8333333333334,352
14050,746.36,2,344.5,49
14051,15441.94,26,143.42307692307693,52
14052,225.36,1,89.0,56
14053,247.75,2,102.5,2
14054,92.46,1,62.0,6
14055,725.6400000000001,1,216.0,10
14056,7953.5,29,143.31034482758622,321
14057,6141.1,18,261.3888888888889,179
14059,183.6,1,128.0,8
14060,6135.38,20,268.7,86
14062,10464.85,12,466.0833333333333,60
14064,1138.59,7,187.57142857142858,59
14066,152.55,1,45.0,7
14067,374.7,2,180.5,51
14068,250.45000000000002,1,69.0,22
14071,1301.84,9,99.22222222222223,271
14073,139.54,2,64.0,13
14075,942.26,3,251.33333333333334,33
14076,114.92,1,76.0,43
14077,499.42,5,53.6,33
14078,1049.37,6,51.666666666666664,46
14079,375.1,1,301.0,12
14080,45.6,1,48.0,4
14081,867.42,4,143.0,126
14082,176.4,1,107.0,28
14083,1002.9,9,78.33333333333333,162
14085,4384.28,19,166.21052631578948,272
14087,161.05,2,112.0,62
14088,50415.49,14,899.5,379
14089,158.75,1,133.0,13
14090,76.32000000000001,1,72.0,1
14092,4063.1,17,121.23529411764706,117
14093,424.45,1,378.0,95
14096,56946.43,34,478.7647058823529,1121
14098,147.35,1,104.0,21
14099,3092.9700000000003,12,181.41666666666666,167
14100,190.05,1,61.0,24
14101,5976.79,6,1157.0,15
14102,1012.93,8,88.75,35
14104,216.21,2,36.0,21
14105,1260.33,2,399.0,74
14107,2688.48,8,223.5,61
14108,594.16,3,126.66666666666667,33
14109,80.2,2,28.0,9
14110,5669.650000000001,13,188.84615384615384,94
14111,688.6,5,91.4,10
14112,2774.17,12,134.0,117
14113,1377.92,8,79.375,26
14114,386.53,2,50.5,15
14116,1382.74,5,141.4,61
14117,90.0,1,72.0,3
14119,-19.9,1,-2.0,1
14121,2740.3,6,346.3333333333333,148
14124,281.34,1,1186.0,4
14125,2720.63,3,542.6666666666666,159
14126,643.63,4,114.5,14
14127,709.71,3,107.0,39
14128,637.5,2,282.0,40
14129,1123.8600000000001,5,118.4,31
14130,480.91,1,257.0,66
14132,3580.13,12,280.5,100
14133,590.34,5,68.4,26
14135,4690.31,15,256.6666666666667,95
14138,965.8800000000001,2,300.0,40
14139,415.82,1,510.0,26
14140,920.05,3,269.6666666666667,60
14141,879.0300000000001,6,56.166666666666664,28
14142,311.81,1,313.0,22
14143,115.8,1,30.0,7
14145,3148.2,5,127.2,6
14146,2949.57,6,314.3333333333333,183
14147,468.4,3,32.0,4
14148,157.2,1,16.0,3
14149,259.43,3,43.0,28
14150,658.64,2,248.0,23
14152,611.09,3,233.0,47
14154,1345.62,2,232.5,52
14155,118.75,1,25.0,6
14156,113198.09,66,862.1818181818181,716
14157,389.19,3,85.0,45
14158,507.66,1,781.0,41
14159,4494.02,14,299.7857142857143,501
14161,1077.04,3,148.33333333333334,87
14162,289.36,2,71.0,25
14163,2445.91,4,223.25,36
14164,1631.77,2,516.5,28
14165,117.89,1,52.0,23
14167,541.34,4,35.5,27
14171,362.13,1,165.0,57
14173,450.84000000000003,4,37.5,28
14174,134.46,1,94.0,26
14175,3108.06,7,208.71428571428572,139
14176,574.0,5,41.4,28
14177,544.51,5,40.6,37
14178,1585.33,7,209.57142857142858,191
14179,624.02,2,135.0,135
14180,4640.77,31,22.903225806451612,112
14184,452.89,1,127.0,24
14185,197.65,1,6.0,3
14188,2018.91,10,114.5,34
14189,4604.31,24,163.29166666666666,176
14191,4660.01,14,261.2142857142857,146
14193,853.39,2,222.5,35
14194,11216.75,32,180.71875,269
14195,962.7,3,234.0,7
14196,335.52,1,142.0,6
14198,663.5,7,40.0,35
14199,185.4,1,28.0,2
14201,688.04,9,64.22222222222223,32
14204,142.27,1,62.0,36
14205,218.78,4,24.75,35
14206,308.26,2,137.0,21
14208,151.74,1,114.0,10
14209,2067.13,7,98.28571428571429,55
14210,1900.89,7,108.42857142857143,66
14211,2208.3,13,94.76923076923077,87
14212,1070.48,1,1152.0,9
14213,-1192.2,1,-244.0,5
14214,1000.23,7,106.85714285714286,64
14215,1777.92,7,193.42857142857142,98
14216,1839.3,4,148.5,47
14217,1925.36,24,28.208333333333332,78
14218,169.48000000000002,1,160.0,12
14219,89.94,1,78.0,7
14220,632.4,2,136.0,21
14221,3427.85,10,219.0,123
14222,683.17,1,607.0,41
14223,975.23,4,145.75,50
14224,1004.38,4,119.5,105
14226,2174.28,7,182.42857142857142,64
14227,3315.71,15,120.73333333333333,117
14229,1450.6,5,118.0,29
14231,822.0600000000001,5,80.4,47
14232,2043.93,8,242.125,81
14233,1447.51,5,134.2,30
14234,740.89,4,231.75,122
14235,3093.86,6,324.5,65
14236,490.86,2,155.0,15
14237,161.0,1,38.0,9
14238,146.85,1,111.0,8
14239,2323.5,13,75.84615384615384,83
14240,890.34,2,209.0,37
14241,213.70000000000002,1,146.0,10
14242,280.55,2,61.5,13
14243,2535.88,14,86.0,99
14245,1677.48,5,194.2,107
14246,1474.06,3,268.0,57
14247,131.82,1,44.0,19
14248,302.58,1,102.0,8
14250,1904.05,3,400.0,94
14251,2879.7,5,334.8,37
14256,935.0600000000001,3,136.66666666666666,51
14257,3087.27,6,279.5,89
14258,12650.08,10,709.8,58
14259,120.0,1,68.0,5
14261,1163.45,2,203.0,52
14262,2618.23,8,205.625,87
14264,319.47,3,22.0,17
14265,530.18,2,165.0,31
14267,1279.0900000000001,7,65.85714285714286,25
14270,492.65000000000003,1,197.0,29
14271,112.32000000000001,1,88.0,10
14272,437.96,2,299.5,33
14273,559.97,4,66.0,22
14276,1019.39,5,144.6,52
14277,3901.0,4,401.0,195
14280,134.04,1,52.0,8
14282,3701.44,15,177.06666666666666,70
14284,578.45,3,52.333333333333336,24
14285,1910.01,4,135.25,18
14286,4595.81,5,861.2,220
14287,151.23,4,59.0,10
14288,413.85,2,93.5,16
14289,911.26,6,48.666666666666664,33
14290,2307.4500000000003,6,152.16666666666666,90
14291,3873.3,12,229.0,145
14292,4819.33,14,117.35714285714286,67
14293,1046.56,4,177.25,51
14295,154.70000000000002,2,41.0,7
14297,1284.06,6,143.5,49
14298,50862.44,45,1289.3555555555556,884
14299,2855.35,18,111.83333333333333,94
14300,43.2,1,32.0,3
14301,632.04,2,300.0,13
14304,197.1,2,27.0,25
14305,1803.76,5,213.8,96
14306,2083.42,3,357.6666666666667,33
14307,2995.72,6,343.0,150
14309,2319.68,10,161.9,75
14311,229.71,2,62.5,20
14312,1611.59,6,168.66666666666666,74
14314,120.0,1,296.0,8
14315,2456.98,7,144.28571428571428,64
14317,508.58,1,255.0,24
14320,343.11,3,79.66666666666667,29
14321,1530.75,5,481.2,111
14323,574.26,4,85.0,32
14326,166.85,2,49.5,8
14327,311.65,1,139.0,12
14329,4889.14,14,219.07142857142858,218
14331,462.66,2,126.0,27
14332,828.41,3,153.0,22
14333,351.45,2,26.0,15
14334,2539.46,9,192.22222222222223,98
14335,451.11,2,187.0,55
14336,1614.91,4,439.75,77
14338,554.22,4,82.25,30
14339,289.90999999999997,4,37.5,15
14340,134.7,1,58.0,6
14341,2146.92,9,154.77777777777777,109
14342,607.71,6,56.166666666666664,19
14344,884.03,8,59.375,56
14345,108.97999999999999,1,50.0,6
14346,1021.58,2,302.5,55
14348,409.57,1,183.0,18
14349,133.5,1,86.0,31
14350,258.7,2,83.0,19
14351,51.0,1,12.0,1
14352,1008.1600000000001,4,128.5,44
14353,90.6,1,64.0,6
14354,163.62,2,105.0,9
14355,174.4,1,92.0,11
14356,666.9399999999999,4,66.5,36
14357,223.56,1,143.0,39
14359,882.58,6,60.5,44
14360,2118.03,4,284.75,104
14362,151.5,1,96.0,37
14364,3717.35,8,245.875,61
14367,9114.32,19,231.26315789473685,270
14368,155.0,1,36.0,8
14371,100.5,1,34.0,4
14373,76.55,1,17.0,4
14375,205.53,1,145.0,57
14377,617.05,2,109.5,11
14379,342.65000000000003,2,144.5,39
14381,202.68,1,146.0,56
14382,594.87,1,1019.0,121
14383,1247.69,3,272.3333333333333,49
14385,202.10999999999999,3,53.0,13
14386,142.4,1,54.0,7
14387,1719.2,3,263.6666666666667,125
14388,3172.04,10,193.3,124
14389,999.72,5,140.4,34
14390,4563.07,13,162.69230769230768,135
14393,67.95,1,13.0,5
14395,3361.75,12,136.41666666666666,181
14396,487.99,2,112.5,71
14397,2556.68,23,80.52173913043478,18
14400,559.7,2,225.0,25
14401,4039.98,14,321.7857142857143,113
14403,1426.31,5,102.6,17
14404,1407.22,7,116.71428571428571,70
14406,156.75,1,77.0,8
14407,2111.08,9,156.88888888888889,67
14408,2534.53,7,226.28571428571428,60
14409,1908.25,7,165.42857142857142,40
14410,563.45,15,19.0,197
14411,1063.0,1,196.0,14
14412,761.33,3,261.3333333333333,43
14413,121.05,1,67.0,22
14414,1485.1299999999999,8,313.625,79
14415,5693.56,18,161.38888888888889,284
14416,490.21999999999997,2,163.0,13
14418,1933.44,3,568.3333333333334,114
14419,1040.14,6,80.0,112
14420,385.87,2,166.5,29
14421,813.11,2,182.5,25
14422,4263.64,6,484.3333333333333,189
14423,265.2,1,120.0,3
14424,322.08,1,48.0,1
14426,3918.9,16,146.1875,187
14427,363.34,2,114.0,16
14428,1192.52,7,58.42857142857143,108
14431,423.26,2,62.0,17
14432,2233.92,6,329.3333333333333,256
14434,1372.8,6,61.333333333333336,3
14436,89.06,1,129.0,9
14437,-43.4,2,29.5,6
14438,131.9,1,82.0,9
14439,2661.24,1,526.0,32
14440,2357.6800000000003,5,117.6,33
14441,1545.14,10,43.0,45
14442,1544.6200000000001,5,95.0,59
14443,1400.88,7,133.0,86
14446,954.1,4,221.5,233
14447,1163.23,5,114.2,54
14448,375.35,2,52.0,20
14449,842.53,4,169.5,201
14450,483.25,3,80.33333333333333,32
14451,627.79,2,179.5,86
14452,255.31,2,56.5,55
14453,119.92999999999999,1,49.0,22
14456,2892.96,14,196.42857142857142,580
14457,113.64,1,88.0,4
14459,1837.92,1,760.0,37
14460,383.34,4,217.25,14
14461,2103.06,3,255.33333333333334,173
14462,1911.23,15,60.0,151
14463,529.62,3,59.666666666666664,6
14465,1001.59,3,128.66666666666666,107
14466,2272.4,7,143.71428571428572,35
14467,595.41,4,68.75,67
14470,461.19,2,96.5,43
14472,1806.2,8,137.875,153
14473,234.34,2,44.0,7
14474,537.71,2,69.5,29
14475,799.82,6,71.33333333333333,36
14476,193.0,1,110.0,17
14477,1307.81,5,143.8,7
14479,316.25,2,58.5,18
14480,279.05,1,143.0,13
14481,636.51,2,244.5,25
14482,1996.78,6,257.3333333333333,110
14483,129.20000000000002,2,47.5,10
14484,321.92,1,210.0,14
14485,158.22,1,67.0,44
14487,1125.8,7,97.42857142857143,112
14488,1047.43,2,396.5,46
14489,463.38,1,299.0,30
14491,340.93,2,69.5,17
14493,2362.84,7,182.71428571428572,95
14494,139.56,1,92.0,7
14495,123.8,2,31.0,6
14496,538.8100000000001,2,79.5,16
14497,457.47,2,116.5,29
14498,1954.3700000000001,5,219.4,162
14499,782.02,3,158.33333333333334,146
14500,254.85,3,31.0,6
14501,190.31,3,39.666666666666664,9
14502,2259.38,14,99.64285714285714,369
14503,3543.26,6,334.0,113
14504,673.26,4,77.0,85
14505,5563.57,11,238.0909090909091,542
14506,1930.39,5,137.4,204
14507,1352.88,7,83.14285714285714,79
14508,263.07,2,63.5,52
14511,1267.41,6,128.66666666666666,53
14512,275.28,2,61.0,19
14513,438.49,4,88.75,11
14514,962.6,3,185.33333333333334,65
14515,2076.89,6,185.0,68
14517,330.45,2,45.5,17
14518,174.37,1,278.0,16
14520,270.6,2,73.0,3
14522,974.54,4,131.25,15
14523,241.09,1,251.0,12
14524,1835.43,9,73.88888888888889,161
14525,4015.37,13,193.30769230769232,218
14527,7815.35,86,23.8953488372093,331
14528,364.21999999999997,1,278.0,18
14529,553.12,3,99.33333333333333,177
14530,2855.51,6,231.83333333333334,140
14532,932.85,4,71.0,45
14533,1812.62,9,308.55555555555554,53
14534,3903.02,25,75.0,334
14535,2795.17,4,450.75,280
14536,170.95,1,39.0,18
14537,355.56,1,120.0,10
14538,388.25,2,77.5,19
14539,537.48,2,214.0,31
14540,909.31,3,130.66666666666666,64
14541,1394.9,8,76.25,71
14542,103.25,1,19.0,5
14543,2928.92,21,28.61904761904762,43
14544,1999.35,2,766.5,97
14546,2455.96,9,141.22222222222223,255
14547,3909.17,9,289.44444444444446,198
14548,652.8,2,128.0,2
14549,289.24,1,136.0,56
14550,746.15,2,191.5,38
14551,186.23,2,53.0,9
14552,164.22,1,90.0,57
14553,858.43,5,98.2,103
14554,2187.21,4,350.0,147
14555,312.54,2,61.0,18
14557,0.0,2,0.0,16
14560,2174.18,24,50.958333333333336,39
14561,1080.76,3,338.0,67
14562,4620.22,22,73.9090909090909,189
14565,3073.77,6,255.33333333333334,111
14566,1432.0,1,800.0,4
14567,1524.46,3,136.66666666666666,33
14569,219.39,1,76.0,10
14570,218.06,2,47.5,29
14572,2673.23,10,138.3,191
14573,1565.97,13,39.92307692307692,127
14576,35.400000000000006,1,12.0,1
